"Date","Key 1","Key 2","Key 3","Value","HSE area","Key"
2020-04-26,"Age Group","65+","In ICU",130,NA,NA
2020-04-26,"Age Group","65+","Died",852,NA,NA
2020-04-26,"Age Group","Unknown","Total",24,NA,NA
2020-04-26,"Age Group","Unknown","Hospitalised",3,NA,NA
2020-04-26,"Age Group","Unknown","In ICU",0,NA,NA
2020-04-26,"Age Group","Unknown","Died",0,NA,NA
2020-04-25,"Age Group","<5","Total",97,NA,NA
2020-04-25,"Age Group","<5","Hospitalised",14,NA,NA
2020-04-25,"Age Group","<5","In ICU",0,NA,NA
2020-04-25,"Age Group","<5","Died",0,NA,NA
2020-04-25,"Age Group","5-14","Total",190,NA,NA
2020-04-25,"Age Group","5-14","Hospitalised",8,NA,NA
2020-04-25,"Age Group","5-14","In ICU",1,NA,NA
2020-04-25,"Age Group","5-14","Died",0,NA,NA
2020-04-25,"Age Group","15-24","Total",1236,NA,NA
2020-04-25,"Age Group","15-24","Hospitalised",54,NA,NA
2020-04-25,"Age Group","15-24","In ICU",5,NA,NA
2020-04-25,"Age Group","15-24","Died",2,NA,NA
2020-04-25,"Age Group","25-34","Total",3069,NA,NA
2020-04-25,"Age Group","25-34","Hospitalised",160,NA,NA
2020-04-25,"Age Group","25-34","In ICU",12,NA,NA
2020-04-25,"Age Group","25-34","Died",3,NA,NA
2020-04-25,"Age Group","35-44","Total",3285,NA,NA
2020-04-25,"Age Group","35-44","Hospitalised",226,NA,NA
2020-04-25,"Age Group","35-44","In ICU",32,NA,NA
2020-04-25,"Age Group","35-44","Died",9,NA,NA
2020-04-25,"Age Group","45-54","Total",3526,NA,NA
2020-04-25,"Age Group","45-54","Hospitalised",352,NA,NA
2020-04-25,"Age Group","45-54","In ICU",76,NA,NA
2020-04-25,"Age Group","45-54","Died",18,NA,NA
2020-04-25,"Age Group","55-64","Total",2566,NA,NA
2020-04-25,"Age Group","55-64","Hospitalised",396,NA,NA
2020-04-25,"Age Group","55-64","In ICU",98,NA,NA
2020-04-25,"Age Group","55-64","Died",39,NA,NA
2020-04-25,"Age Group","65+","Total",5101,NA,NA
2020-04-25,"Age Group","65+","Hospitalised",1412,NA,NA
2020-04-25,"Age Group","65+","In ICU",129,NA,NA
2020-04-25,"Age Group","65+","Died",826,NA,NA
2020-04-25,"Age Group","Unknown","Total",25,NA,NA
2020-04-25,"Age Group","Unknown","Hospitalised",3,NA,NA
2020-04-25,"Age Group","Unknown","In ICU",0,NA,NA
2020-04-25,"Age Group","Unknown","Died",0,NA,NA
2020-04-24,"Age Group","<5","Total",93,NA,NA
2020-04-24,"Age Group","<5","Hospitalised",14,NA,NA
2020-04-24,"Age Group","<5","In ICU",0,NA,NA
2020-04-24,"Age Group","<5","Died",0,NA,NA
2020-04-24,"Age Group","5-14","Total",184,NA,NA
2020-04-24,"Age Group","5-14","Hospitalised",8,NA,NA
2020-04-24,"Age Group","5-14","In ICU",1,NA,NA
2020-04-24,"Age Group","5-14","Died",0,NA,NA
2020-04-24,"Age Group","15-24","Total",1193,NA,NA
2020-04-24,"Age Group","15-24","Hospitalised",53,NA,NA
2020-04-24,"Age Group","15-24","In ICU",5,NA,NA
2020-04-24,"Age Group","15-24","Died",2,NA,NA
2020-04-24,"Age Group","25-34","Total",2977,NA,NA
2020-04-24,"Age Group","25-34","Hospitalised",156,NA,NA
2020-04-24,"Age Group","25-34","In ICU",12,NA,NA
2020-04-24,"Age Group","25-34","Died",3,NA,NA
2020-04-24,"Age Group","35-44","Total",3181,NA,NA
2020-04-24,"Age Group","35-44","Hospitalised",218,NA,NA
2020-04-24,"Age Group","35-44","In ICU",30,NA,NA
2020-04-24,"Age Group","35-44","Died",9,NA,NA
2020-04-24,"Age Group","45-54","Total",3403,NA,NA
2020-04-24,"Age Group","45-54","Hospitalised",350,NA,NA
2020-04-24,"Age Group","45-54","In ICU",76,NA,NA
2020-04-24,"Age Group","45-54","Died",18,NA,NA
2020-04-24,"Age Group","55-64","Total",2513,NA,NA
2020-04-24,"Age Group","55-64","Hospitalised",392,NA,NA
2020-04-24,"Age Group","55-64","In ICU",97,NA,NA
2020-04-24,"Age Group","55-64","Died",38,NA,NA
2020-04-24,"Age Group","65+","Total",4862,NA,NA
2020-04-24,"Age Group","65+","Hospitalised",1382,NA,NA
2020-04-24,"Age Group","65+","In ICU",128,NA,NA
2020-04-24,"Age Group","65+","Died",812,NA,NA
2020-04-24,"Age Group","Unknown","Total",25,NA,NA
2020-04-24,"Age Group","Unknown","Hospitalised",3,NA,NA
2020-04-24,"Age Group","Unknown","In ICU",0,NA,NA
2020-04-24,"Age Group","Unknown","Died",0,NA,NA
2020-04-23,"Age Group","<5","Total",93,NA,NA
2020-04-23,"Age Group","<5","Hospitalised",14,NA,NA
2020-04-23,"Age Group","<5","In ICU",0,NA,NA
2020-04-23,"Age Group","<5","Died",0,NA,NA
2020-04-23,"Age Group","5-14","Total",181,NA,NA
2020-04-23,"Age Group","5-14","Hospitalised",8,NA,NA
2020-04-23,"Age Group","5-14","In ICU",1,NA,NA
2020-04-23,"Age Group","5-14","Died",0,NA,NA
2020-04-23,"Age Group","15-24","Total",1161,NA,NA
2020-04-23,"Age Group","15-24","Hospitalised",53,NA,NA
2020-04-23,"Age Group","15-24","In ICU",6,NA,NA
2020-04-23,"Age Group","15-24","Died",2,NA,NA
2020-04-23,"Age Group","25-34","Total",2904,NA,NA
2020-04-23,"Age Group","25-34","Hospitalised",157,NA,NA
2020-04-23,"Age Group","25-34","In ICU",12,NA,NA
2020-04-23,"Age Group","25-34","Died",3,NA,NA
2020-04-23,"Age Group","35-44","Total",3119,NA,NA
2020-04-23,"Age Group","35-44","Hospitalised",216,NA,NA
2020-04-23,"Age Group","35-44","In ICU",30,NA,NA
2020-04-23,"Age Group","35-44","Died",9,NA,NA
2020-04-23,"Age Group","45-54","Total",3346,NA,NA
2020-04-23,"Age Group","45-54","Hospitalised",345,NA,NA
2020-04-23,"Age Group","45-54","In ICU",74,NA,NA
2020-04-23,"Age Group","45-54","Died",17,NA,NA
2020-04-23,"Age Group","55-64","Total",2462,NA,NA
2020-04-23,"Age Group","55-64","Hospitalised",385,NA,NA
2020-04-23,"Age Group","55-64","In ICU",96,NA,NA
2020-04-23,"Age Group","55-64","Died",38,NA,NA
2020-04-23,"Age Group","65+","Total",4685,NA,NA
2020-04-23,"Age Group","65+","Hospitalised",1355,NA,NA
2020-04-23,"Age Group","65+","In ICU",125,NA,NA
2020-04-23,"Age Group","65+","Died",790,NA,NA
2020-04-23,"Age Group","Unknown","Total",24,NA,NA
2020-04-23,"Age Group","Unknown","Hospitalised",3,NA,NA
2020-04-23,"Age Group","Unknown","In ICU",0,NA,NA
2020-04-23,"Age Group","Unknown","Died",0,NA,NA
2020-04-22,"Age Group","<5","Total",92,NA,NA
2020-04-22,"Age Group","<5","Hospitalised",14,NA,NA
2020-04-22,"Age Group","<5","In ICU",0,NA,NA
2020-04-22,"Age Group","<5","Died",0,NA,NA
2020-04-22,"Age Group","5-14","Total",177,NA,NA
2020-04-22,"Age Group","5-14","Hospitalised",8,NA,NA
2020-04-22,"Age Group","5-14","In ICU",1,NA,NA
2020-04-22,"Age Group","5-14","Died",0,NA,NA
2020-04-22,"Age Group","15-24","Total",1130,NA,NA
2020-04-22,"Age Group","15-24","Hospitalised",53,NA,NA
2020-04-22,"Age Group","15-24","In ICU",6,NA,NA
2020-04-22,"Age Group","15-24","Died",1,NA,NA
2020-04-22,"Age Group","25-34","Total",2838,NA,NA
2020-04-22,"Age Group","25-34","Hospitalised",155,NA,NA
2020-04-22,"Age Group","25-34","In ICU",12,NA,NA
2020-04-22,"Age Group","25-34","Died",3,NA,NA
2020-04-22,"Age Group","35-44","Total",3041,NA,NA
2020-04-22,"Age Group","35-44","Hospitalised",210,NA,NA
2020-04-22,"Age Group","35-44","In ICU",28,NA,NA
2020-04-22,"Age Group","35-44","Died",9,NA,NA
2020-04-22,"Age Group","45-54","Total",3280,NA,NA
2020-04-22,"Age Group","45-54","Hospitalised",343,NA,NA
2020-04-22,"Age Group","45-54","In ICU",73,NA,NA
2020-04-22,"Age Group","45-54","Died",18,NA,NA
2020-04-22,"Age Group","55-64","Total",2408,NA,NA
2020-04-22,"Age Group","55-64","Hospitalised",379,NA,NA
2020-04-22,"Age Group","55-64","In ICU",94,NA,NA
2020-04-22,"Age Group","55-64","Died",37,NA,NA
2020-04-22,"Age Group","65+","Total",4431,NA,NA
2020-04-22,"Age Group","65+","Hospitalised",1321,NA,NA
2020-04-22,"Age Group","65+","In ICU",124,NA,NA
2020-04-22,"Age Group","65+","Died",753,NA,NA
2020-04-22,"Age Group","Unknown","Total",23,NA,NA
2020-04-22,"Age Group","Unknown","Hospitalised",3,NA,NA
2020-04-22,"Age Group","Unknown","In ICU",0,NA,NA
2020-04-22,"Age Group","Unknown","Died",0,NA,NA
2020-04-21,"Age Group","<5","Total",89,NA,NA
2020-04-21,"Age Group","<5","Hospitalised",13,NA,NA
2020-04-21,"Age Group","<5","In ICU",0,NA,NA
2020-04-21,"Age Group","<5","Died",0,NA,NA
2020-04-21,"Age Group","5-14","Total",174,NA,NA
2020-04-21,"Age Group","5-14","Hospitalised",8,NA,NA
2020-04-21,"Age Group","5-14","In ICU",1,NA,NA
2020-04-21,"Age Group","5-14","Died",0,NA,NA
2020-04-21,"Age Group","15-24","Total",1071,NA,NA
2020-04-21,"Age Group","15-24","Hospitalised",51,NA,NA
2020-04-21,"Age Group","15-24","In ICU",5,NA,NA
2020-04-21,"Age Group","15-24","Died",1,NA,NA
2020-04-21,"Age Group","25-34","Total",2712,NA,NA
2020-04-21,"Age Group","25-34","Hospitalised",151,NA,NA
2020-04-21,"Age Group","25-34","In ICU",14,NA,NA
2020-04-21,"Age Group","25-34","Died",3,NA,NA
2020-04-21,"Age Group","35-44","Total",2929,NA,NA
2020-04-21,"Age Group","35-44","Hospitalised",201,NA,NA
2020-04-21,"Age Group","35-44","In ICU",27,NA,NA
2020-04-21,"Age Group","35-44","Died",9,NA,NA
2020-04-21,"Age Group","45-54","Total",3125,NA,NA
2020-04-21,"Age Group","45-54","Hospitalised",334,NA,NA
2020-04-21,"Age Group","45-54","In ICU",72,NA,NA
2020-04-21,"Age Group","45-54","Died",17,NA,NA
2020-04-21,"Age Group","55-64","Total",2311,NA,NA
2020-04-21,"Age Group","55-64","Hospitalised",372,NA,NA
2020-04-21,"Age Group","55-64","In ICU",91,NA,NA
2020-04-21,"Age Group","55-64","Died",36,NA,NA
2020-04-21,"Age Group","65+","Total",4004,NA,NA
2020-04-21,"Age Group","65+","Hospitalised",1291,NA,NA
2020-04-21,"Age Group","65+","In ICU",121,NA,NA
2020-04-21,"Age Group","65+","Died",723,NA,NA
2020-04-21,"Age Group","Unknown","Total",24,NA,NA
2020-04-21,"Age Group","Unknown","Hospitalised",3,NA,NA
2020-04-21,"Age Group","Unknown","In ICU",0,NA,NA
2020-04-21,"Age Group","Unknown","Died",0,NA,NA
2020-04-20,"Age Group","<5","Total",86,NA,NA
2020-04-20,"Age Group","<5","Hospitalised",13,NA,NA
2020-04-20,"Age Group","<5","In ICU",0,NA,NA
2020-04-20,"Age Group","<5","Died",0,NA,NA
2020-04-20,"Age Group","5-14","Total",169,NA,NA
2020-04-20,"Age Group","5-14","Hospitalised",8,NA,NA
2020-04-20,"Age Group","5-14","In ICU",1,NA,NA
2020-04-20,"Age Group","5-14","Died",0,NA,NA
2020-04-20,"Age Group","15-24","Total",1039,NA,NA
2020-04-20,"Age Group","15-24","Hospitalised",52,NA,NA
2020-04-20,"Age Group","15-24","In ICU",5,NA,NA
2020-04-20,"Age Group","15-24","Died",1,NA,NA
2020-04-20,"Age Group","25-34","Total",2635,NA,NA
2020-04-20,"Age Group","25-34","Hospitalised",150,NA,NA
2020-04-20,"Age Group","25-34","In ICU",14,NA,NA
2020-04-20,"Age Group","25-34","Died",3,NA,NA
2020-04-20,"Age Group","35-44","Total",2843,NA,NA
2020-04-20,"Age Group","35-44","Hospitalised",198,NA,NA
2020-04-20,"Age Group","35-44","In ICU",26,NA,NA
2020-04-20,"Age Group","35-44","Died",9,NA,NA
2020-04-20,"Age Group","45-54","Total",3039,NA,NA
2020-04-20,"Age Group","45-54","Hospitalised",330,NA,NA
2020-04-20,"Age Group","45-54","In ICU",72,NA,NA
2020-04-20,"Age Group","45-54","Died",17,NA,NA
2020-04-20,"Age Group","55-64","Total",2254,NA,NA
2020-04-20,"Age Group","55-64","Hospitalised",366,NA,NA
2020-04-20,"Age Group","55-64","In ICU",89,NA,NA
2020-04-20,"Age Group","55-64","Died",33,NA,NA
2020-04-20,"Age Group","65+","Total",3782,NA,NA
2020-04-20,"Age Group","65+","Hospitalised",1267,NA,NA
2020-04-20,"Age Group","65+","In ICU",115,NA,NA
2020-04-20,"Age Group","65+","Died",694,NA,NA
2020-04-20,"Age Group","Unknown","Total",24,NA,NA
2020-04-20,"Age Group","Unknown","Hospitalised",3,NA,NA
2020-04-20,"Age Group","Unknown","In ICU",0,NA,NA
2020-04-20,"Age Group","Unknown","Died",0,NA,NA
2020-04-19,"Age Group","<5","Total",83,NA,NA
2020-04-19,"Age Group","<5","Hospitalised",13,NA,NA
2020-04-19,"Age Group","<5","In ICU",0,NA,NA
2020-04-19,"Age Group","<5","Died",0,NA,NA
2020-04-19,"Age Group","5-14","Total",162,NA,NA
2020-04-19,"Age Group","5-14","Hospitalised",8,NA,NA
2020-04-19,"Age Group","5-14","In ICU",1,NA,NA
2020-04-19,"Age Group","5-14","Died",0,NA,NA
2020-04-19,"Age Group","15-24","Total",1009,NA,NA
2020-04-19,"Age Group","15-24","Hospitalised",51,NA,NA
2020-04-19,"Age Group","15-24","In ICU",6,NA,NA
2020-04-19,"Age Group","15-24","Died",1,NA,NA
2020-04-19,"Age Group","25-34","Total",2580,NA,NA
2020-04-19,"Age Group","25-34","Hospitalised",147,NA,NA
2020-04-19,"Age Group","25-34","In ICU",13,NA,NA
2020-04-19,"Age Group","25-34","Died",3,NA,NA
2020-04-19,"Age Group","35-44","Total",2781,NA,NA
2020-04-19,"Age Group","35-44","Hospitalised",194,NA,NA
2020-04-19,"Age Group","35-44","In ICU",26,NA,NA
2020-04-19,"Age Group","35-44","Died",9,NA,NA
2020-04-19,"Age Group","45-54","Total",2972,NA,NA
2020-04-19,"Age Group","45-54","Hospitalised",326,NA,NA
2020-04-19,"Age Group","45-54","In ICU",70,NA,NA
2020-04-19,"Age Group","45-54","Died",17,NA,NA
2020-04-19,"Age Group","55-64","Total",2207,NA,NA
2020-04-19,"Age Group","55-64","Hospitalised",356,NA,NA
2020-04-19,"Age Group","55-64","In ICU",89,NA,NA
2020-04-19,"Age Group","55-64","Died",31,NA,NA
2020-04-19,"Age Group","65+","Total",3646,NA,NA
2020-04-19,"Age Group","65+","Hospitalised",1226,NA,NA
2020-04-19,"Age Group","65+","In ICU",110,NA,NA
2020-04-19,"Age Group","65+","Died",658,NA,NA
2020-04-19,"Age Group","Unknown","Total",24,NA,NA
2020-04-19,"Age Group","Unknown","Hospitalised",2,NA,NA
2020-04-19,"Age Group","Unknown","In ICU",0,NA,NA
2020-04-19,"Age Group","Unknown","Died",0,NA,NA
2020-04-18,"Age Group","<5","Total",84,NA,NA
2020-04-18,"Age Group","<5","Hospitalised",13,NA,NA
2020-04-18,"Age Group","<5","In ICU",0,NA,NA
2020-04-18,"Age Group","<5","Died",0,NA,NA
2020-04-18,"Age Group","5-14","Total",161,NA,NA
2020-04-18,"Age Group","5-14","Hospitalised",7,NA,NA
2020-04-18,"Age Group","5-14","In ICU",1,NA,NA
2020-04-18,"Age Group","5-14","Died",0,NA,NA
2020-04-18,"Age Group","15-24","Total",1000,NA,NA
2020-04-18,"Age Group","15-24","Hospitalised",50,NA,NA
2020-04-18,"Age Group","15-24","In ICU",6,NA,NA
2020-04-18,"Age Group","15-24","Died",1,NA,NA
2020-04-18,"Age Group","25-34","Total",2557,NA,NA
2020-04-18,"Age Group","25-34","Hospitalised",143,NA,NA
2020-04-18,"Age Group","25-34","In ICU",10,NA,NA
2020-04-18,"Age Group","25-34","Died",3,NA,NA
2020-04-18,"Age Group","35-44","Total",2744,NA,NA
2020-04-18,"Age Group","35-44","Hospitalised",188,NA,NA
2020-04-18,"Age Group","35-44","In ICU",25,NA,NA
2020-04-18,"Age Group","35-44","Died",9,NA,NA
2020-04-18,"Age Group","45-54","Total",2943,NA,NA
2020-04-18,"Age Group","45-54","Hospitalised",322,NA,NA
2020-04-18,"Age Group","45-54","In ICU",69,NA,NA
2020-04-18,"Age Group","45-54","Died",15,NA,NA
2020-04-18,"Age Group","55-64","Total",2184,NA,NA
2020-04-18,"Age Group","55-64","Hospitalised",349,NA,NA
2020-04-18,"Age Group","55-64","In ICU",87,NA,NA
2020-04-18,"Age Group","55-64","Died",29,NA,NA
2020-04-18,"Age Group","65+","Total",3488,NA,NA
2020-04-18,"Age Group","65+","Hospitalised",1198,NA,NA
2020-04-18,"Age Group","65+","In ICU",108,NA,NA
2020-04-18,"Age Group","65+","Died",585,NA,NA
2020-04-18,"Age Group","Unknown","Total",24,NA,NA
2020-04-18,"Age Group","Unknown","Hospitalised",2,NA,NA
2020-04-18,"Age Group","Unknown","In ICU",0,NA,NA
2020-04-18,"Age Group","Unknown","Died",0,NA,NA
2020-04-17,"Age Group","<5","Total",78,NA,NA
2020-04-17,"Age Group","<5","Hospitalised",13,NA,NA
2020-04-17,"Age Group","<5","In ICU",0,NA,NA
2020-04-17,"Age Group","<5","Died",0,NA,NA
2020-04-17,"Age Group","5-14","Total",154,NA,NA
2020-04-17,"Age Group","5-14","Hospitalised",7,NA,NA
2020-04-17,"Age Group","5-14","In ICU",1,NA,NA
2020-04-17,"Age Group","5-14","Died",0,NA,NA
2020-04-17,"Age Group","15-24","Total",953,NA,NA
2020-04-17,"Age Group","15-24","Hospitalised",50,NA,NA
2020-04-17,"Age Group","15-24","In ICU",6,NA,NA
2020-04-17,"Age Group","15-24","Died",1,NA,NA
2020-04-17,"Age Group","25-34","Total",2467,NA,NA
2020-04-17,"Age Group","25-34","Hospitalised",139,NA,NA
2020-04-17,"Age Group","25-34","In ICU",9,NA,NA
2020-04-17,"Age Group","25-34","Died",3,NA,NA
2020-04-17,"Age Group","35-44","Total",2659,NA,NA
2020-04-17,"Age Group","35-44","Hospitalised",183,NA,NA
2020-04-17,"Age Group","35-44","In ICU",25,NA,NA
2020-04-17,"Age Group","35-44","Died",9,NA,NA
2020-04-17,"Age Group","45-54","Total",2825,NA,NA
2020-04-17,"Age Group","45-54","Hospitalised",320,NA,NA
2020-04-17,"Age Group","45-54","In ICU",68,NA,NA
2020-04-17,"Age Group","45-54","Died",14,NA,NA
2020-04-17,"Age Group","55-64","Total",2122,NA,NA
2020-04-17,"Age Group","55-64","Hospitalised",343,NA,NA
2020-04-17,"Age Group","55-64","In ICU",85,NA,NA
2020-04-17,"Age Group","55-64","Died",28,NA,NA
2020-04-17,"Age Group","65+","Total",3320,NA,NA
2020-04-17,"Age Group","65+","Hospitalised",1176,NA,NA
2020-04-17,"Age Group","65+","In ICU",109,NA,NA
2020-04-17,"Age Group","65+","Died",550,NA,NA
2020-04-17,"Age Group","Unknown","Total",24,NA,NA
2020-04-17,"Age Group","Unknown","Hospitalised",2,NA,NA
2020-04-17,"Age Group","Unknown","In ICU",0,NA,NA
2020-04-17,"Age Group","Unknown","Died",0,NA,NA
2020-04-16,"Age Group","<5","Total",76,NA,NA
2020-04-16,"Age Group","<5","Hospitalised",13,NA,NA
2020-04-16,"Age Group","<5","In ICU",0,NA,NA
2020-04-16,"Age Group","<5","Died",0,NA,NA
2020-04-16,"Age Group","5-14","Total",142,NA,NA
2020-04-16,"Age Group","5-14","Hospitalised",6,NA,NA
2020-04-16,"Age Group","5-14","In ICU",1,NA,NA
2020-04-16,"Age Group","5-14","Died",0,NA,NA
2020-04-16,"Age Group","15-24","Total",892,NA,NA
2020-04-16,"Age Group","15-24","Hospitalised",47,NA,NA
2020-04-16,"Age Group","15-24","In ICU",5,NA,NA
2020-04-16,"Age Group","15-24","Died",1,NA,NA
2020-04-16,"Age Group","25-34","Total",2329,NA,NA
2020-04-16,"Age Group","25-34","Hospitalised",135,NA,NA
2020-04-16,"Age Group","25-34","In ICU",9,NA,NA
2020-04-16,"Age Group","25-34","Died",3,NA,NA
2020-04-16,"Age Group","35-44","Total",2522,NA,NA
2020-04-16,"Age Group","35-44","Hospitalised",177,NA,NA
2020-04-16,"Age Group","35-44","In ICU",25,NA,NA
2020-04-16,"Age Group","35-44","Died",9,NA,NA
2020-04-16,"Age Group","45-54","Total",2659,NA,NA
2020-04-16,"Age Group","45-54","Hospitalised",314,NA,NA
2020-04-16,"Age Group","45-54","In ICU",67,NA,NA
2020-04-16,"Age Group","45-54","Died",13,NA,NA
2020-04-16,"Age Group","55-64","Total",2010,NA,NA
2020-04-16,"Age Group","55-64","Hospitalised",330,NA,NA
2020-04-16,"Age Group","55-64","In ICU",82,NA,NA
2020-04-16,"Age Group","55-64","Died",27,NA,NA
2020-04-16,"Age Group","65+","Total",3094,NA,NA
2020-04-16,"Age Group","65+","Hospitalised",1144,NA,NA
2020-04-16,"Age Group","65+","In ICU",107,NA,NA
2020-04-16,"Age Group","65+","Died",513,NA,NA
2020-04-16,"Age Group","Unknown","Total",22,NA,NA
2020-04-16,"Age Group","Unknown","Hospitalised",2,NA,NA
2020-04-16,"Age Group","Unknown","In ICU",0,NA,NA
2020-04-16,"Age Group","Unknown","Died",0,NA,NA
2020-04-15,"Age Group","<5","Total",71,NA,NA
2020-04-15,"Age Group","<5","Hospitalised",13,NA,NA
2020-04-15,"Age Group","<5","In ICU",0,NA,NA
2020-04-15,"Age Group","<5","Died",0,NA,NA
2020-04-15,"Age Group","5-14","Total",136,NA,NA
2020-04-15,"Age Group","5-14","Hospitalised",5,NA,NA
2020-04-15,"Age Group","5-14","In ICU",1,NA,NA
2020-04-15,"Age Group","5-14","Died",0,NA,NA
2020-04-15,"Age Group","15-24","Total",846,NA,NA
2020-04-15,"Age Group","15-24","Hospitalised",44,NA,NA
2020-04-15,"Age Group","15-24","In ICU",5,NA,NA
2020-04-15,"Age Group","15-24","Died",1,NA,NA
2020-04-15,"Age Group","25-34","Total",2231,NA,NA
2020-04-15,"Age Group","25-34","Hospitalised",134,NA,NA
2020-04-15,"Age Group","25-34","In ICU",10,NA,NA
2020-04-15,"Age Group","25-34","Died",3,NA,NA
2020-04-15,"Age Group","35-44","Total",2415,NA,NA
2020-04-15,"Age Group","35-44","Hospitalised",168,NA,NA
2020-04-15,"Age Group","35-44","In ICU",20,NA,NA
2020-04-15,"Age Group","35-44","Died",9,NA,NA
2020-04-15,"Age Group","45-54","Total",2502,NA,NA
2020-04-15,"Age Group","45-54","Hospitalised",304,NA,NA
2020-04-15,"Age Group","45-54","In ICU",66,NA,NA
2020-04-15,"Age Group","45-54","Died",12,NA,NA
2020-04-15,"Age Group","55-64","Total",1902,NA,NA
2020-04-15,"Age Group","55-64","Hospitalised",318,NA,NA
2020-04-15,"Age Group","55-64","In ICU",82,NA,NA
2020-04-15,"Age Group","55-64","Died",25,NA,NA
2020-04-15,"Age Group","65+","Total",2889,NA,NA
2020-04-15,"Age Group","65+","Hospitalised",1094,NA,NA
2020-04-15,"Age Group","65+","In ICU",110,NA,NA
2020-04-15,"Age Group","65+","Died",471,NA,NA
2020-04-15,"Age Group","Unknown","Total",20,NA,NA
2020-04-15,"Age Group","Unknown","Hospitalised",2,NA,NA
2020-04-15,"Age Group","Unknown","In ICU",0,NA,NA
2020-04-15,"Age Group","Unknown","Died",0,NA,NA
2020-04-14,"Age Group","<5","Total",72,NA,NA
2020-04-14,"Age Group","<5","Hospitalised",13,NA,NA
2020-04-14,"Age Group","<5","In ICU",0,NA,NA
2020-04-14,"Age Group","<5","Died",0,NA,NA
2020-04-14,"Age Group","5-14","Total",124,NA,NA
2020-04-14,"Age Group","5-14","Hospitalised",4,NA,NA
2020-04-14,"Age Group","5-14","In ICU",1,NA,NA
2020-04-14,"Age Group","5-14","Died",0,NA,NA
2020-04-14,"Age Group","15-24","Total",809,NA,NA
2020-04-14,"Age Group","15-24","Hospitalised",43,NA,NA
2020-04-14,"Age Group","15-24","In ICU",3,NA,NA
2020-04-14,"Age Group","15-24","Died",0,NA,NA
2020-04-14,"Age Group","25-34","Total",2145,NA,NA
2020-04-14,"Age Group","25-34","Hospitalised",132,NA,NA
2020-04-14,"Age Group","25-34","In ICU",10,NA,NA
2020-04-14,"Age Group","25-34","Died",3,NA,NA
2020-04-14,"Age Group","35-44","Total",2315,NA,NA
2020-04-14,"Age Group","35-44","Hospitalised",164,NA,NA
2020-04-14,"Age Group","35-44","In ICU",19,NA,NA
2020-04-14,"Age Group","35-44","Died",8,NA,NA
2020-04-14,"Age Group","45-54","Total",2395,NA,NA
2020-04-14,"Age Group","45-54","Hospitalised",298,NA,NA
2020-04-14,"Age Group","45-54","In ICU",65,NA,NA
2020-04-14,"Age Group","45-54","Died",12,NA,NA
2020-04-14,"Age Group","55-64","Total",1806,NA,NA
2020-04-14,"Age Group","55-64","Hospitalised",308,NA,NA
2020-04-14,"Age Group","55-64","In ICU",79,NA,NA
2020-04-14,"Age Group","55-64","Died",24,NA,NA
2020-04-14,"Age Group","65+","Total",2739,NA,NA
2020-04-14,"Age Group","65+","Hospitalised",1062,NA,NA
2020-04-14,"Age Group","65+","In ICU",107,NA,NA
2020-04-14,"Age Group","65+","Died",433,NA,NA
2020-04-14,"Age Group","Unknown","Total",20,NA,NA
2020-04-14,"Age Group","Unknown","Hospitalised",2,NA,NA
2020-04-14,"Age Group","Unknown","In ICU",0,NA,NA
2020-04-14,"Age Group","Unknown","Died",0,NA,NA
2020-04-13,"Age Group","<5","Total",61,NA,NA
2020-04-13,"Age Group","<5","Hospitalised",13,NA,NA
2020-04-13,"Age Group","<5","In ICU",0,NA,NA
2020-04-13,"Age Group","<5","Died",0,NA,NA
2020-04-13,"Age Group","5-14","Total",96,NA,NA
2020-04-13,"Age Group","5-14","Hospitalised",4,NA,NA
2020-04-13,"Age Group","5-14","In ICU",1,NA,NA
2020-04-13,"Age Group","5-14","Died",0,NA,NA
2020-04-13,"Age Group","15-24","Total",737,NA,NA
2020-04-13,"Age Group","15-24","Hospitalised",43,NA,NA
2020-04-13,"Age Group","15-24","In ICU",3,NA,NA
2020-04-13,"Age Group","15-24","Died",0,NA,NA
2020-04-13,"Age Group","25-34","Total",1950,NA,NA
2020-04-13,"Age Group","25-34","Hospitalised",130,NA,NA
2020-04-13,"Age Group","25-34","In ICU",10,NA,NA
2020-04-13,"Age Group","25-34","Died",3,NA,NA
2020-04-13,"Age Group","35-44","Total",2084,NA,NA
2020-04-13,"Age Group","35-44","Hospitalised",159,NA,NA
2020-04-13,"Age Group","35-44","In ICU",19,NA,NA
2020-04-13,"Age Group","35-44","Died",8,NA,NA
2020-04-13,"Age Group","45-54","Total",2157,NA,NA
2020-04-13,"Age Group","45-54","Hospitalised",288,NA,NA
2020-04-13,"Age Group","45-54","In ICU",64,NA,NA
2020-04-13,"Age Group","45-54","Died",8,NA,NA
2020-04-13,"Age Group","55-64","Total",1637,NA,NA
2020-04-13,"Age Group","55-64","Hospitalised",301,NA,NA
2020-04-13,"Age Group","55-64","In ICU",77,NA,NA
2020-04-13,"Age Group","55-64","Died",19,NA,NA
2020-04-13,"Age Group","65+","Total",2520,NA,NA
2020-04-13,"Age Group","65+","Hospitalised",1028,NA,NA
2020-04-13,"Age Group","65+","In ICU",106,NA,NA
2020-04-13,"Age Group","65+","Died",397,NA,NA
2020-04-13,"Age Group","Unknown","Total",19,NA,NA
2020-04-13,"Age Group","Unknown","Hospitalised",2,NA,NA
